ID,course1,course2
b121e4d7d62387cd5199cca464a34a6d,Безопасность компьютерных систем,-
b243a77fa09641c7f0a0b7dfb7a541df,Высокопроизводительные вычисления,-
b3cbd3541c0cf66ff4eb2bc1596bb149,Statistical Learning Theory,Байесовские методы машинного обучения
b3e75ee2a708cef65cc2f80da894dd50,???,-
b3eb1cdc4beffbdd5b29a8d54d649bc0,Безопасность компьютерных систем,-
b42de1b3235e9e84b43f38ff282cdfb9,Высокопроизводительные вычисления,-
b4f1f195bd1bc63490a7bc42275a71cd,Высокопроизводительные вычисления,-
b5548f676fbdd51ea08b8c3cc6c81105,???,-
b65194fec33b2358296f74f6d948efdf,Высокопроизводительные вычисления,-
b6bf56b8b8ffd1666036b0a8ca01c452,Матричные вычисления,-
b6fcd3cdcbbd950b4207acb65ee12d03,Безопасность компьютерных систем,-
b739739c7080a6e15f962c3863021855,Анализ неструктурированных данных,-
b75b5f8abebf7faf4adbb6247d6d03bb,Statistical Learning Theory,???
b8d4c538f6b47a1a692bec6c2f29152b,Высокопроизводительные вычисления,-
b8dab0479a00af2eb75deaf54dd9a442,Моделирование временных рядов,Язык SQL
ba028043babda44219f3346809874ca3,Глубинное обучение в обработке звука,-
ba298cbd9be59b84bab33325e956f27e,Байесовские методы машинного обучения,Сбор и обработка данных с помощью краудсорсинга
ba4091ee80dd63a042464dbd2a7e3363,???,-
bb29d9b9230528a4873f91abce2095b8,Безопасность компьютерных систем,-
bb94ed5af639819dac15574197c80da3,Теория баз данных,-
bb9bbd259ab6b8170a7dc6fb35695d13,Безопасность компьютерных систем,-
bba51e2f648cb3323b96858a404dacea,Моделирование временных рядов,Анализ неструктурированных данных
bbc73542db4946bde4d115b4dd944427,Высокопроизводительные вычисления,-
bc4974fa622838af7586a7b67d1f3a28,Высокопроизводительные вычисления,-
bd416140ecdb32b6dbd7f40820bf63b1,Теория баз данных,-
be4fa2120de3397ae21eac38ff0060e3,???,-
bf24738793f54467434ad78be13a42bf,Безопасность компьютерных систем,-
bfe75c08c6b7e31d4e7d48c9c5fed69b,Безопасность компьютерных систем,-
c154bbf18efdd4d760e52155eaa87929,Сбор и обработка данных с помощью краудсорсинга,Высокопроизводительные вычисления
c1e88502b6673d22c38ee1352e3a1dd9,Анализ неструктурированных данных,Моделирование временных рядов
c39a1776d2509b6383ab9a7af9cba0ca,Анализ неструктурированных данных,Сбор и обработка данных с помощью краудсорсинга
c3c0a0524bae841e5f9a56cf967cd423,Моделирование временных рядов,-
c5870b37ee3f672e4259dfb2fc02ed8f,Statistical Learning Theory,-
c749f69f66d40cdfb3821745951be896,Анализ неструктурированных данных,???
c7544f6c00a5164efdef675410d62e94,Язык SQL,-
c7f347b466ff14ec85103f61c4d6ff8e,Язык SQL,-
c7f617262a8d9350bcbba27f6d65d86a,Высокопроизводительные вычисления,-
c84186d57fd935e228cdeddb0ce0bf2c,Безопасность компьютерных систем,-
c93289511bf5625a199d4ae9b889a06a,Statistical Learning Theory,Байесовские методы машинного обучения
c976c868dd660e792ab82ba8d9e02506,Высокопроизводительные вычисления,-
c97ab5cabace9f00673cc8384771aa9c,Теория баз данных,-
c98c2ee69047bd8febea3ac2d1380bf9,Теория баз данных,-
cabc5ea85cac3029dc2aecc4955f9cf3,???,-
cc8e710c871ae8236b8b8705e6840793,Теория баз данных,-
cd8299f4173e8a509275b25787670ad2,Безопасность компьютерных систем,-
cddf159101f9a5a30f9041ceebdb2835,Теория баз данных,-
ce2a9120d5581dcd8bd0d6252918c9ec,Statistical Learning Theory,Моделирование временных рядов
cef24632489091cb8c085688b7d78dec,Глубинное обучение в обработке звука,Анализ неструктурированных данных
cef7df6fa798b759b2a5763b7d0c5d38,Матричные вычисления,-
cfe9fd28e4cbe0b46594b21f3067e30a,Язык SQL,-
d028e00edda581b07bcbe6b841e6dc39,Анализ неструктурированных данных,Байесовские методы машинного обучения
d08d06bc5d31e35616fafc59de6f2e34,Матричные вычисления,-
d0d8ff53ed5b119f9056068e954256c6,Язык SQL,-
d37fe725a8ee1d1b263463baf7560fd4,Безопасность компьютерных систем,-
d38ebd0ba564ea88de8015e116f811c8,???,-
d3b992fe1016d7951d335db002d43dec,Матричные вычисления,-
d40cbae8cfc9e6c5d05831ef7e122f3e,Анализ неструктурированных данных,???
d4c7805c20028b28a8e3713ccdeae2a1,Матричные вычисления,-
d539461bf254cf8b3201cdf7990b119e,Анализ неструктурированных данных,-
d5557a9bcd58a786fa8d5aab48b82ddf,Безопасность компьютерных систем,-
d555d2805e1d93d4f023e57dc4c8f403,Глубинное обучение в обработке звука,Байесовские методы машинного обучения
d61cc836b6aa3cdc4a40e2e8ada0b937,Высокопроизводительные вычисления,-
d670dfbe253658a4e427a5569c59de9e,Высокопроизводительные вычисления,-
d6c079f1ff869c8c84fa3ed30bd67e0e,Теория баз данных,-
d7118b44c7e8fdbbaaca226d2da6fef1,Statistical Learning Theory,Анализ неструктурированных данных
d81070e804b5757d118efba759e707e8,Анализ неструктурированных данных,Байесовские методы машинного обучения
d82c2df25b8b36cd655077b4a885e1f7,Теория баз данных,-
d9133abde61da78a0b956af5dad1228a,Байесовские методы машинного обучения,Сбор и обработка данных с помощью краудсорсинга
d9c068e5578253c2b0721558dd0813e1,Анализ неструктурированных данных,-
d9f0e5ebc6718202b86eaee2de1c697b,Матричные вычисления,-
db450211a009799155ed6494957be8c7,Глубинное обучение в обработке звука,Анализ неструктурированных данных
dbcac463fe0b6294743107a9e74356c5,???,-
dc7f705ae386b0457542a833571d51d0,Высокопроизводительные вычисления,Моделирование временных рядов
dcc2e3447043d6d70a90c9c924314695,Сбор и обработка данных с помощью краудсорсинга,-
ddea5295ac96e74f05982e47c7ab4ff4,Моделирование временных рядов,-
de539be8b29b3afa002184e28d63c670,Анализ неструктурированных данных,Глубинное обучение в обработке звука
df4d59dca630b474f77b0103cac53b52,Высокопроизводительные вычисления,-
e0a59b2b04663ea386d2cac7b876952e,Анализ неструктурированных данных,???
e0ca1a9548af9a3f98428c62420aa484,Матричные вычисления,-
e0fceae1e285f737630bb6123a1bd85d,Высокопроизводительные вычисления,???
e11399490117e1913ae79d09a5a2b981,Глубинное обучение в обработке звука,Анализ неструктурированных данных
e22f8203911170e6b68b1b88cf85fee2,Высокопроизводительные вычисления,-
e242616383e4cb90672c3dbcf146bf3b,Безопасность компьютерных систем,-
e3b41563b7ea61def9fdd3623df1c783,Анализ неструктурированных данных,Сбор и обработка данных с помощью краудсорсинга
