ID,course1,course2
8e8d87fd686122d2c061d7b1eea2d3c5,Проектирование и разработка высоконагруженных сервисов,-
8fe79f84f36e3a5d2d6745621321302c,Конфликты и кооперация,-
9015b809a29fb65ce23d7addf16d770d,Машинное обучение 2,-
906692ccd33f59058380aac1598c5480,Обучение с подкреплением,Генеративные модели в машинном обучении
93c0280966ae263fe26c5d78f719f2ae,Компьютерное зрение,Генеративные модели в машинном обучении
93da3d13e0ae40a97367b0c16d497399,Конфликты и кооперация,-
93ff79a51cd602f1dd3028ba2c129503,Дискретная оптимизация,-
95cf121698ebc89ac0cf74625d714d1d,Промышленное программирование на языке Java,-
9750aa503b095b9297e1a778d6c7cc95,Анализ данных в бизнесе,-
976376a468b8f4d1e3c48f7acb29c2e4,Обучение с подкреплением,Генеративные модели в машинном обучении
9775834d44b69d181c5fb0c0af57c783,Обучение с подкреплением,Генеративные модели в машинном обучении
9808df02cd92ed45df39e6bc748f3179,Машинное обучение 2,-
98c5a2548d93f26bd4195466e93178b3,Обучение с подкреплением,Генеративные модели в машинном обучении
9963fc00d9405a35b894cc04a7e19855,Проектирование и разработка высоконагруженных сервисов,-
9a66d84568b8017d98eb2e678b57296b,Обучение с подкреплением,Генеративные модели в машинном обучении
9abd31fe9761b5abd56524915237c1ea,Дополнительные главы прикладной статистики,-
9c2251ef9825947b98265e4bfa887bcf,Дискретная оптимизация,-
9c656049fc55775bb9215d12aabf5881,Анализ данных в бизнесе,-
9d19b0d5f4fc8d7edc2258406f872c4e,Компьютерные сети,-
9f23846141606a1e26e8e4c28e9a7262,Системы баз данных,-
9fa4bc4eb50e574e88b670a86781860b,???,-
a0c56e8aa03ea6c1f5e8462914472075,Дополнительные главы прикладной статистики,-
a1184a8dbbf9a7418b634339bed7e9b1,Компьютерные сети,-
a19f36ae8465cac527e8ce7b6ebf1213,Анализ данных в бизнесе,-
a207faa550aba9ebf30537be445012cc,Проектирование и разработка высоконагруженных сервисов,-
a31027b4218c8cca257f9b9cd07791d2,Конфликты и кооперация,Обучение с подкреплением
a37a88d97b12fe90dd83dd548866b2bb,Промышленное программирование на языке Java,-
a65d50ef4fadfac64508a54e972d8623,Дискретная оптимизация,-
a69948a1730e412eab71a4d4e70791e2,Машинное обучение 2,-
a6ce02b12540bca3cdd15757f8a2e919,Компьютерные сети,-
aa21f50934a72e00bbc7e65a54ea0bcc,Машинное обучение 2,-
ab5248060fbaac411a79a62dfb0d263d,Дополнительные главы прикладной статистики,-
abceddfa2fc4eae8cff4a4e712abb3fb,Промышленное программирование на языке Java,-
ac2fd77f2ec0186c95f16e6721fd5998,Системы баз данных,-
ac3d08a6cc42a50f0ca53017b3ba5ba9,Компьютерные сети,-
ac4e2062ca444a506991c212bd2dd872,Анализ данных в бизнесе,-
addc4cb9d1641fa3f5dc02329c7e8d6c,Машинное обучение 2,-
aeb7bb1e047c392b7e5e39225cd86422,Методы сжатия и передачи медиаданных,-
af20596134e83f3ca61259b325aa9688,Машинное обучение 2,-
b121e4d7d62387cd5199cca464a34a6d,Машинное обучение 2,-
b243a77fa09641c7f0a0b7dfb7a541df,Методы сжатия и передачи медиаданных,-
b3cbd3541c0cf66ff4eb2bc1596bb149,Символьные вычисления,Обучение с подкреплением
b3e75ee2a708cef65cc2f80da894dd50,Анализ данных в бизнесе,-
b3eb1cdc4beffbdd5b29a8d54d649bc0,Промышленное программирование на языке Java,-
b42de1b3235e9e84b43f38ff282cdfb9,Обучение с подкреплением,-
b4f1f195bd1bc63490a7bc42275a71cd,???,-
b5548f676fbdd51ea08b8c3cc6c81105,Компьютерные сети,-
b65194fec33b2358296f74f6d948efdf,Методы сжатия и передачи медиаданных,-
b6bf56b8b8ffd1666036b0a8ca01c452,Системы баз данных,-
b6fcd3cdcbbd950b4207acb65ee12d03,Промышленное программирование на языке Java,-
b739739c7080a6e15f962c3863021855,Конфликты и кооперация,-
b75b5f8abebf7faf4adbb6247d6d03bb,Анализ данных в бизнесе,-
b8d4c538f6b47a1a692bec6c2f29152b,Промышленное программирование на языке Java,-
b8dab0479a00af2eb75deaf54dd9a442,Промышленное программирование на языке Java,-
ba028043babda44219f3346809874ca3,Проектирование и разработка высоконагруженных сервисов,-
ba298cbd9be59b84bab33325e956f27e,Конфликты и кооперация,Обучение с подкреплением
ba4091ee80dd63a042464dbd2a7e3363,Методы сжатия и передачи медиаданных,-
